PROVNUM,PROVNAME,ADDRESS,CITY,STATE,ZIP,PHONE,COUNTY_SSA,COUNTY_NAME,BEDCERT,RESTOT,INHOSP,CCRC_FACIL,SFF,CHOW_LAST_12MOS,SPRINKLER_STATUS,EXP_TOTAL,ADJ_TOTAL,OWNERSHIP,CERTIFICATION,CYCLE_1_DEFS,CYCLE_1_NFROMDEFS,CYCLE_1_NFROMCOMP,CYCLE_1_DEFS_SCORE,CYCLE_1_NUMREVIS,CYCLE_1_REVISIT_SCORE,CYCLE_1_TOTAL_SCORE,CYCLE_1_SURVEY_DATE,CYCLE_2_SURVEY_DATE,FINE_CNT,FINE_TOT,CYCLE_2_TOTAL_SCORE
035169,DESERT HIGHLANDS CARE CENTER,1081 KATHLEEN AVE,KINGMAN,AZ,86401,9287535580,70,Mohave,120,90.1,False,False,False,False,True,3.23876,2.52941,For profit - Corporation,Medicare and Medicaid,11,11,1,80,1,0,80,2017-07-14,2016-08-19,1,3616,48
035171,GOOD SAMARITAN SOCIETY-MESA GOOD SHEPHERD,5848 EAST UNIVERSITY DRIVE,MESA,AZ,85205,4809810098,60,Maricopa,58,28.2,False,True,False,False,True,3.03236,4.14901,Non profit - Corporation,Medicare and Medicaid,4,0,4,12,0,0,12,2017-01-20,2016-01-21,0,0,16
035173,CHRISTIAN CARE NURSING CENTER,11812 NORTH 19TH AVE,PHOENIX,AZ,85029,6028613241,60,Maricopa,68,62.4,False,False,False,False,True,3.28206,4.16338,Non profit - Corporation,Medicare and Medicaid,5,5,4,24,1,0,24,2017-09-08,2016-09-08,0,0,0
035174,PARK AVENUE HEALTH AND REHABILITATION CENTER,2001 NORTH PARK AVENUE,TUCSON,AZ,85719,5208826151,90,Pima,200,115.8,False,False,False,False,True,3.16479,3.50959,For profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2017-05-25,2016-05-11,0,0,8
035175,MARAVILLA CARE CENTER,8825 SOUTH 7TH STREET,PHOENIX,AZ,85042,6022436121,60,Maricopa,194,143.8,False,False,False,False,True,2.95107,6.83391,For profit - Partnership,Medicare and Medicaid,9,9,8,40,1,0,40,2017-09-01,2016-08-25,0,0,68
035176,BEATITUDES CAMPUS,1712 WEST GLENDALE AVENUE,PHOENIX,AZ,85021,6029952611,60,Maricopa,72,63.4,False,True,False,False,True,3.0598,4.26642,Non profit - Corporation,Medicare and Medicaid,7,7,0,28,1,0,28,2017-06-21,2016-06-16,0,0,28
035180,HAVEN OF DOUGLAS,1400 NORTH SAN ANTONIO AVENUE,DOUGLAS,AZ,85607,5203647937,10,Cochise,64,45.5,False,False,False,False,True,2.96187,3.73784,For profit - Corporation,Medicare and Medicaid,2,2,0,8,1,0,8,2017-03-01,2015-12-03,0,0,24
035183,GOOD SAMARITAN SOCIETY-PEORIA GOOD SHEPHERD,10323 WEST OLIVE AVENUE,PEORIA,AZ,85345,6238750100,60,Maricopa,150,83.3,False,False,False,False,True,2.9979,4.26328,Non profit - Corporation,Medicare and Medicaid,11,11,2,52,1,0,52,2017-06-22,2016-06-17,0,0,205
035189,LA CANADA CARE CENTER,7970 NORTH LA CANADA DRIVE,TUCSON,AZ,85704,5207971191,90,Pima,128,97.2,False,False,False,False,True,3.05213,3.11229,For profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2017-03-02,2015-12-03,0,0,20
035190,CATALINA POST ACUTE AND REHABILITATION,2611 NORTH WARREN AVENUE,TUCSON,AZ,85719,5207959574,90,Pima,102,75.0,False,False,False,False,True,4.21921,3.53493,For profit - Corporation,Medicare and Medicaid,1,0,1,8,0,0,8,2017-10-05,2016-09-30,0,0,16
035192,WEYRICH HCC OF WESTMINSTER VLG,12000 NORTH 90TH STREET,SCOTTSDALE,AZ,85260,4804512020,60,Maricopa,60,35.2,False,True,False,False,True,2.92605,6.03441,Non profit - Corporation,Medicare,6,6,5,28,1,0,28,2017-01-20,2015-12-30,0,0,0
035196,MESA CHRISTIAN HEALTH AND REHABILITATION CENTER,255 WEST BROWN ROAD,MESA,AZ,85201,4808333988,60,Maricopa,191,132.0,False,False,False,False,True,3.1287,3.24467,For profit - Partnership,Medicare and Medicaid,5,5,0,24,1,0,24,2016-10-28,2015-09-10,0,0,16
035197,HAVEN OF YUMA,2470 SOUTH ARIZONA AVENUE,YUMA,AZ,85364,9283448541,130,Yuma,128,111.4,False,False,False,False,True,3.45615,3.52114,For profit - Corporation,Medicare and Medicaid,3,3,0,12,1,0,12,2017-05-25,2016-05-26,0,0,12
035199,THE HEALTH CARE CENTER-FORUM TUCSON,2500 NORTH ROSEMONT BOULEVARD,TUCSON,AZ,85712,5203254800,90,Pima,67,19.6,False,True,False,False,True,3.64438,5.40269,For profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2017-02-08,2015-11-18,1,30940,24
035207,SPRINGDALE VILLAGE HEALTHCARE,7255 EAST BROADWAY ROAD,MESA,AZ,85208,4809818844,60,Maricopa,122,87.9,False,False,False,False,True,3.35286,3.45098,For profit - Corporation,Medicare and Medicaid,10,10,1,68,1,0,68,2017-02-03,2016-01-28,0,0,40
035214,GOOD SAMARITAN SOCIETY-QUIBURI MISSION,850 SOUTH HIGHWAY 80,BENSON,AZ,85602,5205862372,10,Cochise,60,56.4,False,False,False,False,True,3.0472,3.85414,Non profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2017-01-12,2015-10-22,0,0,48
035217,SCOTTSDALE VILLAGE SQUARE,2620 NORTH 68TH STREET,SCOTTSDALE,AZ,85257,4809466571,60,Maricopa,141,101.4,False,True,False,True,True,,,For profit - Individual,Medicare and Medicaid,0,0,0,0,0,0,0,2017-07-27,2016-06-15,0,0,16
035225,SUN CITY HEALTH AND REHABILITATION CENTER,9940 WEST UNION HILLS DRIVE,SUN CITY,AZ,85373,6239330022,60,Maricopa,118,81.6,False,False,False,False,True,3.03298,3.28608,For profit - Corporation,Medicare and Medicaid,5,2,5,32,1,0,32,2016-12-23,2015-10-09,1,2600,52
035231,SIERRA WINDS,17300 NORTH 88TH AVE,PEORIA,AZ,85382,6239720212,60,Maricopa,70,21.1,False,True,False,False,True,,,Non profit - Corporation,Medicare,0,0,0,0,0,0,0,2017-02-09,2015-11-12,0,0,12
035232,MOUNTAIN VIEW CARE CENTER,1313 WEST MAGEE ROAD,TUCSON,AZ,85704,5207972600,90,Pima,120,80.2,False,False,False,False,True,3.24951,3.30448,For profit - Corporation,Medicare and Medicaid,4,4,0,16,1,0,16,2017-08-10,2016-08-31,0,0,0
035233,HAVEN OF GLOBE,1100 MONROE STREET,GLOBE,AZ,85501,9284255721,30,Gila,114,84.1,False,False,False,False,True,3.10305,3.22884,For profit - Corporation,Medicare and Medicaid,0,0,0,0,0,0,0,2017-06-07,2016-06-24,0,0,8
035234,ARIZONA STATE VETERAN HOME-PHX,4141 NORTH S HERRERA WAY,PHOENIX,AZ,85012,6022481550,60,Maricopa,200,168.1,False,False,False,False,True,2.80653,4.2061,Government - State,Medicare and Medicaid,8,8,3,60,1,0,60,2017-08-18,2016-07-15,0,0,16
035240,HAVEN OF LAKE HAVASU,2781 OSBORNE DRIVE,LAKE HAVASU CITY,AZ,86406,9285055552,70,Mohave,104,53.3,False,False,False,False,True,3.22126,4.03402,For profit - Corporation,Medicare and Medicaid,2,2,0,12,1,0,12,2017-06-08,2016-05-27,0,0,20
035241,SOUTH MOUNTAIN POST ACUTE,8008 S.  JESSE OWENS PARKWAY,PHOENIX,AZ,85042,6022432780,60,Maricopa,124,106.3,False,False,False,False,True,3.25857,3.42215,For profit - Corporation,Medicare and Medicaid,2,2,2,8,1,0,8,2017-04-20,2016-03-04,0,0,28
035243,LIFESTREAM AT SUN RIDGE,12215 WEST BELL ROAD,SURPRISE,AZ,85378,6235835482,60,Maricopa,58,45.2,False,False,False,False,True,2.99468,3.93245,Non profit - Corporation,Medicare and Medicaid,1,1,0,4,1,0,4,2017-01-20,2015-12-09,0,0,60
035244,GOOD SAMARITAN SOCIETY-PRESCOTT VALLEY,3380 NORTH WINDSONG DRIVE,PRESCOTT VALLEY,AZ,86314,9287750045,120,Yavapai,80,51.3,False,False,False,False,True,2.96855,4.4563,Non profit - Church related,Medicare and Medicaid,2,2,0,8,1,0,8,2017-11-15,2016-11-18,0,0,48
035245,SUNVIEW HEALTH & REHABILITATION CENTER,12207 NORTH 113TH AVENUE,YOUNGTOWN,AZ,85363,6239776532,60,Maricopa,127,111.5,False,False,False,False,True,4.36216,3.38438,For profit - Corporation,Medicare and Medicaid,3,3,0,12,1,0,12,2017-08-04,2016-06-24,0,0,20
035247,MARYLAND GARDENS CARE CENTER,31 WEST MARYLAND AVENUE,PHOENIX,AZ,85013,6022657484,60,Maricopa,60,52.5,False,False,False,False,True,2.56607,4.42369,For profit - Corporation,Medicare and Medicaid,2,2,0,8,1,0,8,2017-06-16,2016-05-13,0,0,76
035249,THE GARDENS REHAB & CARE CENTER,3131 WESTERN AVENUE,KINGMAN,AZ,86401,9287180718,70,Mohave,128,72.6,False,False,False,False,True,3.19993,3.75848,For profit - Corporation,Medicare and Medicaid,5,5,5,24,1,0,24,2017-01-27,2015-11-06,0,0,72
035250,IMMANUEL CAMPUS OF CARE,11301 NORTH 99TH AVENUE,PEORIA,AZ,85345,6239778373,60,Maricopa,228,163.3,False,True,False,False,True,2.93931,5.23655,Non profit - Corporation,Medicare and Medicaid,7,3,5,52,1,0,52,2017-09-22,2016-08-25,0,0,16
035251,BROOKDALE NORTH CHANDLER,2555 NORTH PRICE ROAD,CHANDLER,AZ,85224,4803458500,60,Maricopa,66,41.6,False,True,False,False,True,3.13678,4.65421,For profit - Corporation,Medicare and Medicaid,1,1,0,4,1,0,4,2017-06-01,2016-04-21,0,0,28
035253,BROOKDALE SANTA CATALINA,7500 NORTH CALLE SIN ENVIDIA,TUCSON,AZ,85718,5207426242,90,Pima,42,31.5,False,True,False,False,True,3.7332,3.42919,For profit - Corporation,Medicare,4,4,0,20,1,0,20,2017-04-12,2016-02-25,0,0,8
035254,WINSLOW CAMPUS OF CARE,826 WEST DESMOND STREET,WINSLOW,AZ,86047,9282894678,80,Navajo,119,110.1,False,False,False,False,True,3.20535,3.38042,For profit - Corporation,Medicare and Medicaid,5,5,0,28,1,0,28,2017-04-27,2016-03-17,0,0,44
035256,FREEDOM PLAZA CARE CENTER,13714 NORTH PLAZA DEL RIO BLVD,PEORIA,AZ,85381,6238156100,60,Maricopa,111,69.6,False,True,False,False,True,3.43828,4.6731,For profit - Corporation,Medicare,0,0,0,0,0,0,0,2017-04-06,2016-03-25,0,0,4
035257,THE PEAKS HEALTH & REHABILITATION,3150 NORTH WINDING BROOK ROAD,FLAGSTAFF,AZ,86001,9287747106,20,Coconino,58,49.4,False,True,False,False,True,3.48423,4.49961,Non profit - Other,Medicare and Medicaid,3,3,0,16,1,0,16,2017-09-13,2016-09-29,0,0,28
035258,HACIENDA NURSING FACILITY,1402 EAST SOUTH MOUNTAIN AVENUE,PHOENIX,AZ,85040,6022434231,60,Maricopa,74,51.2,False,False,False,False,True,4.34527,5.88161,Non profit - Corporation,Medicare and Medicaid,6,6,0,44,1,0,44,2016-10-07,2015-07-01,0,0,20
035259,THE GARDENS OF SCOTTSDALE,6001 EAST THOMAS ROAD,SCOTTSDALE,AZ,85251,4809412222,60,Maricopa,48,35.3,False,False,False,False,True,3.52383,5.08454,For profit - Individual,Medicare,3,3,0,12,1,0,12,2016-11-09,2015-10-08,0,0,28
035260,FOUNTAIN VIEW VILLAGE,16455 EAST AVENUE OF THE FOUNTAINS,FOUNTAIN HILLS,AZ,85268,4808364800,60,Maricopa,64,29.6,False,True,False,False,True,3.49783,4.32326,For profit - Corporation,Medicare,5,5,0,32,1,0,32,2017-04-06,2016-05-18,0,0,16
035262,THE LINGENFELTER CENTER,1099 SUNRISE AVENUE,KINGMAN,AZ,86401,9287184852,70,Mohave,88,79.7,False,False,False,False,True,2.87303,3.65677,For profit - Corporation,Medicare and Medicaid,2,2,0,12,1,0,12,2017-03-02,2015-12-03,0,0,32
035263,ARCHIE HENDRICKS SENIOR SKILLED NURSING FACILITY,HCO 1 BOX 9100,SELLS,AZ,85634,5205855500,90,Pima,60,47.4,False,False,False,False,True,2.7898,5.16257,For profit - Individual,Medicare and Medicaid,11,11,3,44,1,0,44,2017-04-13,2015-12-18,1,65167,192
035264,SUN HEALTH LA LOMA CARE CENTER,14260 SOUTH DENNY BOULEVARD,LITCHFIELD PARK,AZ,85340,6235377400,60,Maricopa,75,60.2,False,True,False,False,True,3.36304,4.43024,Non profit - Corporation,Medicare,0,0,0,0,0,0,0,2017-04-20,2016-04-07,0,0,98
035265,SUN HEALTH GRANDVIEW CARE CTR,14505 WEST GRANITE VALLEY DRIVE,SUN CITY WEST,AZ,85375,6239758100,60,Maricopa,72,63.2,False,True,False,False,True,3.3154,4.23469,Non profit - Corporation,Medicare,1,1,0,4,1,0,4,2017-08-24,2016-07-28,0,0,0
035268,ADVANCE HEALTH CARE OF SCOTTSDALE,9846 NORTH 95TH STREET,SCOTTSDALE,AZ,85258,4802144200,60,Maricopa,38,37.4,False,False,False,False,True,4.24037,4.07724,For profit - Corporation,Medicare,0,0,0,0,0,0,0,2017-02-15,2016-02-18,0,0,12
035270,LA ESTANCIA NURSING AND REHABILITATION CENTER,15810 SOUTH 42ND STREET,PHOENIX,AZ,85048,4807590358,60,Maricopa,192,113.7,False,False,False,False,True,3.26902,2.95561,For profit - Corporation,Medicare and Medicaid,7,6,3,40,1,0,40,2017-09-07,2016-08-12,0,0,56
035272,"VI AT GRAYHAWK, A VI AND PLAZA COMPANIES COMMUNITY",7501 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,4804786200,60,Maricopa,36,29.7,False,True,False,False,True,3.27589,5.25255,For profit - Partnership,Medicare,2,2,0,12,1,0,12,2017-05-31,2016-07-13,0,0,4
035273,SPLENDIDO AT RANCHO VISTOSO,13500 NORTH RANCHO VISTOSO BLVD,TUCSON,AZ,85755,5208782600,90,Pima,36,28.7,False,True,False,False,True,2.86519,5.34116,For profit - Corporation,Medicare,0,0,0,0,0,0,0,2017-11-14,2016-11-30,0,0,0
035274,CAREMERIDIAN-PHOENIX,5301 EAST THOMAS ROAD,PHOENIX,AZ,85018,6026871100,60,Maricopa,31,,False,False,False,False,True,,,For profit - Corporation,Medicare and Medicaid,4,4,0,20,1,0,20,2017-02-23,2016-02-10,0,0,44
035275,ADVANCED HEALTH CARE OF GLENDALE,16825 NORTH 63RD AVENUE,GLENDALE,AZ,85306,6027323400,60,Maricopa,54,51.5,False,False,False,False,True,4.18908,4.42707,For profit - Corporation,Medicare,0,0,0,0,0,0,0,2017-11-07,2016-11-09,0,0,0
035276,OASIS PAVILION NURSING & REHABILITATION CENTER,161 WEST RODEO ROAD,CASA GRANDE,AZ,85122,5208361772,100,Pinal,134,,False,False,False,False,True,,,For profit - Corporation,Medicare and Medicaid,5,5,0,32,1,0,32,2017-11-02,2016-10-27,0,0,84
035277,HAVEN OF LAKESIDE,3401 NORTH LOCKWOOD DRIVE,LAKESIDE,AZ,85929,9283682060,80,Navajo,112,92.0,False,False,False,False,True,3.03933,4.10583,For profit - Corporation,Medicare and Medicaid,4,4,0,16,1,0,16,2016-12-15,2015-09-17,0,0,32
035279,ACACIA HEALTH CENTER,4555 EAST MAYO BLVD,PHOENIX,AZ,85050,4803845600,60,Maricopa,78,62.4,False,True,False,False,True,3.47498,5.72665,For profit - Partnership,Medicare,4,4,3,16,1,0,16,2016-12-28,2015-11-12,0,0,0
035280,SANTE OF MESA,5358 EAST BASELINE ROAD,MESA,AZ,85206,4806999624,60,Maricopa,70,53.2,False,False,False,False,True,4.01236,4.57741,For profit - Individual,Medicare,4,4,0,36,1,0,36,2017-03-22,2016-03-16,0,0,36
035281,"VI AT SILVERSTONE, A VI AND PLAZA COMPANIES COMMUN",22605 NORTH 74TH STREET,SCOTTSDALE,AZ,85255,4804786200,60,Maricopa,24,21.4,False,True,False,False,True,3.50892,5.4785,For profit - Corporation,Medicare,0,0,0,0,0,0,0,2017-02-08,2016-03-02,0,0,8
035282,SANTE OF SURPRISE,14775 WEST YORKSHIRE DRIVE,SURPRISE,AZ,85374,6235945050,60,Maricopa,70,63.5,False,False,False,False,True,3.94743,4.02143,For profit - Corporation,Medicare,0,0,0,0,0,0,0,2017-06-01,2016-07-08,0,0,4
035284,ARIZONA STATE VETERAN HOME-TUCSON,555 EAST AJO WAY,TUCSON,AZ,85713,5206382150,90,Pima,120,114.4,False,False,False,False,True,2.82067,6.04889,Government - State,Medicare and Medicaid,2,2,0,8,1,0,8,2017-01-12,2015-10-22,0,0,28
035285,WELLSPRINGS THERAPY CENTER OF GILBERT,3319 SOUTH MERCY ROAD,GILBERT,AZ,85297,4807296500,60,Maricopa,32,30.8,False,False,False,False,True,4.1709,3.84457,For profit - Corporation,Medicare,3,3,0,20,1,0,20,2017-09-07,2016-10-13,0,0,4
035286,SANTE OF NORTH SCOTTSDALE,17490 NORTH 93RD STREET,SCOTTSDALE,AZ,85255,4805885386,60,Maricopa,72,43.5,False,False,False,False,True,3.93467,4.8685,For profit - Corporation,Medicare,6,5,1,48,1,0,48,2017-09-22,2016-09-08,0,0,0
035287,HAVASU REGIONAL MEDICAL CENTER,1811  MESQUITE AVE,LAKE HAVASU CITY,AZ,86403,9285055793,70,Mohave,19,15.7,True,False,False,False,True,3.33113,7.01045,For profit - Corporation,Medicare,1,1,0,4,1,0,4,2017-01-25,2015-11-04,0,0,20
035288,COPPER HEALTH ORO VALLEY,1119 EAST RANCHO VISTOSO BLVD,ORO VALLEY,AZ,85755,5208254669,90,Pima,36,30.6,False,False,False,False,True,4.19474,3.39482,For profit - Corporation,Medicare,3,3,0,20,1,0,20,2017-06-29,2016-08-18,0,0,12
035289,"CENTER AT ARROWHEAD, LLC",7201 W CAMINO SAN XAVIER AVE,GLENDALE,AZ,85308,6237736100,60,Maricopa,96,81.9,False,False,False,False,True,3.85047,3.99815,For profit - Partnership,Medicare,12,9,9,76,1,0,76,2016-12-30,2015-10-13,0,0,0
045070,ROGERS HEALTH AND REHABILITATION CENTER,1149 WEST NEW HOPE ROAD,ROGERS,AR,72758,4796366290,30,Benton,140,87.9,False,False,False,False,True,3.03112,3.2329,For profit - Corporation,Medicare and Medicaid,5,3,2,40,1,0,40,2017-08-04,2016-06-23,1,7964,56
045125,BUTTERFIELD TRAIL VILLAGE,1923 EAST JOYCE BLVD,FAYETTEVILLE,AR,72703,4796958065,710,Washington,87,53.2,False,True,False,False,True,2.87863,5.82411,Non profit - Corporation,Medicare,2,2,0,20,1,0,20,2017-06-15,2016-05-19,0,0,32
045134,JONESBORO HEALTH AND REHAB,1705 LATOURETTE DRIVE,JONESBORO,AR,72404,8709357550,150,Craighead,136,120.2,False,False,False,False,True,2.90358,3.92401,For profit - Corporation,Medicare and Medicaid,8,6,4,48,1,0,48,2017-05-05,2016-06-17,2,21203,452
045135,MAGNOLIA HEALTH AND REHAB,2642 NORTH DUDNEY ROAD,MAGNOLIA,AR,71753,8702347000,130,Columbia,140,96.2,False,False,False,False,True,2.93252,4.3459,For profit - Corporation,Medicare and Medicaid,6,4,2,52,1,0,52,2017-07-21,2016-06-24,1,23010,561
045138,VALLEY SPRINGS REHABILITATION AND HEALTH CENTER,228 POINTER TRAIL WEST,VAN BUREN,AR,72956,4794745276,160,Crawford,105,82.2,False,False,False,False,True,2.78793,4.60784,For profit - Corporation,Medicare and Medicaid,5,5,2,40,1,0,40,2017-10-13,2016-09-15,1,126696,60
045139,MCGEHEE HEALTH AND REHABILITATION CENTER,700 MARK DRIVE,MCGEHEE,AR,71654,8702225450,200,Desha,119,28.3,False,False,False,False,True,2.95324,5.66559,For profit - Corporation,Medicare and Medicaid,2,2,0,8,1,0,8,2017-11-09,2016-10-06,0,0,32
045140,SEARCY HEALTH AND REHAB,1205 SKYLINE DRIVE,SEARCY,AR,72143,5012686188,720,White,245,108.6,False,False,False,False,True,2.98973,4.17161,For profit - Corporation,Medicare and Medicaid,1,1,0,8,1,0,8,2017-10-20,2016-11-04,2,18128,108
045142,CANYON SPRINGS HEALTH AND REHABILITATION CENTER,1401 PARK AVENUE,HOT SPRINGS,AR,71901,5016233781,250,Garland,140,70.2,False,False,False,False,True,3.03811,4.38642,For profit - Corporation,Medicare and Medicaid,3,3,0,32,1,0,32,2017-03-02,2016-05-06,0,0,232
045143,"CONCORDIA NURSING & REHAB, LLC",7 PROFESSIONAL DRIVE,BELLA VISTA,AR,72714,4798553735,30,Benton,102,48.4,False,False,False,False,True,3.00161,5.59608,For profit - Corporation,Medicare and Medicaid,2,2,0,12,1,0,12,2016-12-15,2015-11-13,2,22568,381
045144,"DIAMOND COVE, LLC",1203 S BEND DRIVE,HORSESHOE BEND,AR,72512,8706705134,320,Izard,78,40.6,False,False,False,True,True,2.8926,4.5534,For profit - Corporation,Medicare and Medicaid,6,3,4,470,1,0,470,2017-06-15,2016-06-03,2,89384,241
045145,WHITE RIVER MEDICAL CENTER RECUPERATION CENTER,1710 HARRISON STREET,BATESVILLE,AR,72501,8702621235,310,Independence,11,12.9,True,False,False,False,True,3.24046,6.53935,Non profit - Corporation,Medicare,7,7,0,36,1,0,36,2017-08-11,2016-06-22,0,0,12
045146,MOUNTAIN VIEW HEALTH AND REHABILITATION CENTER,706 OAK GROVE ST,MOUNTAIN VIEW,AR,72560,8702695835,680,Stone,97,68.1,False,False,False,False,True,2.93358,3.80398,For profit - Corporation,Medicare and Medicaid,1,1,0,8,1,0,8,2017-08-18,2016-07-21,0,0,20
045147,BROOKRIDGE COVE REHABILITATION AND CARE  CENTER,1000 BROOKRIDGE LANE,MORRILTON,AR,72110,5013544585,140,Conway,118,69.3,False,False,False,False,True,3.02644,4.02262,Non profit - Corporation,Medicare and Medicaid,3,3,0,24,1,0,24,2017-02-24,2016-01-28,0,0,48
045148,CAVE CITY NURSING HOME INC,442 TAYLOR CIRCLE,CAVE CITY,AR,72521,8702835313,670,Sharp,90,67.2,False,False,False,False,True,2.87957,3.7363,Non profit - Corporation,Medicare and Medicaid,2,2,0,16,1,0,16,2017-02-03,2016-01-15,0,0,16
045149,RIVER CHASE REHABILITATION AND CARE CENTER,# 12 HOSPITAL DRIVE,MORRILTON,AR,72110,5013544647,140,Conway,88,54.8,False,False,False,False,True,3.20293,4.17285,Non profit - Corporation,Medicare and Medicaid,6,4,2,56,1,0,56,2016-10-27,2016-01-07,0,0,24
045151,WALNUT RIDGE NURSING AND REHABILITATION CENTER,1500 WEST MAIN STREET,WALNUT RIDGE,AR,72476,8708869022,370,Lawrence,119,69.9,False,False,False,False,True,2.93482,5.08876,For profit - Corporation,Medicare and Medicaid,2,1,1,16,1,0,16,2017-10-27,2016-10-07,0,0,16
045153,INDIAN ROCK VILLAGE HEALTH CENTER,265 DAVE CREEK PARKWAY,FAIRFIELD BAY,AR,72088,5018843210,700,Van Buren,55,42.2,False,True,False,False,True,3.0217,4.76322,For profit - Corporation,Medicare and Medicaid,9,6,3,52,1,0,52,2017-02-24,2016-04-08,0,0,44
045155,ASH FLAT HEALTHCARE AND REHABILITATION CENTER,66 OZBIRN LANE,ASH FLAT,AR,72513,8709942341,670,Sharp,105,62.0,False,False,False,False,True,3.00889,4.62093,For profit - Corporation,Medicare and Medicaid,5,5,0,32,1,0,32,2017-01-05,2016-02-26,0,0,24
045158,SEVEN SPRINGS REHABILITATION AND HEALTH CENTER,1040 WEDDING FORD ROAD,HEBER SPRINGS,AR,72543,5013628137,110,Cleburne,140,66.1,False,False,False,False,True,2.84988,4.04811,For profit - Corporation,Medicare and Medicaid,6,4,2,52,1,0,52,2017-08-24,2016-07-21,0,0,104
045165,LINCOLN HEIGHTS HEALTHCARE,505 EAST VICTORY,STAR CITY,AR,71667,8706192139,390,Lincoln,87,54.0,False,False,False,False,True,3.00756,4.19531,For profit - Corporation,Medicare and Medicaid,6,3,3,44,1,0,44,2016-12-01,2015-12-17,1,27254,36
045166,"CRESTPARK WYNNE, LLC",400 ARKANSAS STREET,WYNNE,AR,72396,8702387941,180,Cross,100,64.5,False,False,False,False,True,2.76629,5.44303,For profit - Corporation,Medicare and Medicaid,6,6,0,56,1,0,56,2017-04-27,2016-02-26,1,22294,108
045167,SPRINGDALE HEALTH AND REHABILITATION CENTER,102 NORTH GUTENSOHN,SPRINGDALE,AR,72762,4797560330,710,Washington,140,104.3,False,False,False,False,True,3.03082,4.41674,For profit - Corporation,Medicare and Medicaid,7,7,1,64,1,0,64,2017-06-30,2016-07-28,0,0,84
045168,"JOHNSON COUNTY HEALTH AND REHAB, LLC",1451 EAST POPLAR STREET,CLARKSVILLE,AR,72830,4797542052,350,Johnson,120,110.5,False,False,False,False,True,2.99183,4.46933,For profit - Corporation,Medicare and Medicaid,2,0,2,4,0,0,4,2017-03-02,2016-01-15,0,0,54
045170,THE GREEN HOUSE COTTAGES OF BELLE MEADE,2200 CHATEAU BOULEVARD,PARAGOULD,AR,72450,8702367104,270,Greene,167,95.5,False,False,False,False,True,2.93386,7.3659,Non profit - Corporation,Medicare and Medicaid,7,5,5,68,1,0,68,2016-11-04,2015-12-17,1,5784,40
045172,DERMOTT CITY NURSING HOME,702 WEST GAINES ST,DERMOTT,AR,71638,8705383241,80,Chicot,70,55.9,False,False,False,False,True,2.99607,4.01856,Government - City,Medicare and Medicaid,4,1,3,40,1,0,40,2016-12-02,2016-01-28,0,0,40
045173,SILVER OAKS HEALTH AND REHABILITATION,1875 OLD WIRE ROAD,CAMDEN,AR,71701,8708366831,510,Ouachita,104,90.8,False,False,False,False,True,2.82937,4.63401,For profit - Corporation,Medicare and Medicaid,8,8,0,60,1,0,60,2017-02-24,2016-03-25,0,0,84
045176,THE WOODS OF MONTICELLO HEALTH AND REHABILITATION,1194 N CHESTER ST,MONTICELLO,AR,71655,8703676852,210,Drew,122,67.3,False,False,False,False,True,2.89871,4.88024,For profit - Corporation,Medicare and Medicaid,6,4,2,44,1,0,44,2017-02-17,2016-05-12,0,0,8
045177,"CRESTPARK DEWITT, LLC",1325 LIBERTY DRIVE,DE WITT,AR,72042,8709463569,0,Arkansas,70,49.9,False,False,False,False,True,2.75083,4.35591,For profit - Corporation,Medicare and Medicaid,3,3,0,24,1,0,24,2017-11-09,2016-10-13,0,0,8
045178,GENERAL BAPTIST NURSING HOME OF PIGGOTT,450 S 9TH AVE,PIGGOTT,AR,72454,8705982291,100,Clay,105,42.1,False,False,False,False,True,2.95948,4.86708,Non profit - Corporation,Medicare and Medicaid,4,4,0,40,1,0,40,2017-06-01,2016-05-13,0,0,24
045180,MINE CREEK HEALTH AND REHAB,1407 NORTH MAIN STREET,NASHVILLE,AR,71852,8708452021,300,Howard,78,52.0,False,False,False,False,True,,,For profit - Corporation,Medicare and Medicaid,2,2,0,4,1,0,4,2017-07-13,2016-06-03,0,0,36
045181,PRESCOTT MANOR NURSING CENTER,700 MANOR DRIVE,PRESCOTT,AR,71857,8708876639,490,Nevada,111,55.3,False,False,False,False,True,2.65909,4.03664,For profit - Corporation,Medicare and Medicaid,3,3,0,12,1,0,12,2017-05-11,2016-04-21,0,0,0
045182,"COURTYARD REHABILITATION AND HEALTH CENTER, LLC",2415 W HILLSBORO,EL DORADO,AR,71730,8708635034,690,Union,101,73.7,False,False,False,False,True,2.84623,4.31582,For profit - Corporation,Medicare and Medicaid,4,4,4,32,1,0,32,2017-07-27,2016-06-16,0,0,40
045183,"SALEM PLACE NURSING AND REHABILITATION CENTER, INC",2401 CHRISTINA LANE,CONWAY,AR,72034,5013274421,220,Faulkner,121,99.6,False,False,False,False,True,3.13603,4.48334,For profit - Corporation,Medicare and Medicaid,6,5,1,40,1,0,40,2017-06-28,2016-06-24,0,0,4
